,CHAM1,CHAM1-PV,CHAM2,CHAM2-PV,CHAM3,CHAM3-PV,CHAM4,CHAM4-PV,CHAM5,CHAM5-PV
581,11.83,0.0,8.45,29.88333333333334,1.69,0.0,8.45,0.0,6.76,0.0
582,10.559999999999999,23.712,8.799999999999999,0.0,0.0,0.0,7.039999999999999,0.0,7.039999999999999,0.0
583,10.219999999999999,27.90000000000001,7.3,0.0,0.0,0.0,7.3,0.0,5.84,7.4399999999999995
584,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
585,-0.0,3.1200000000000006,9.856,3.1200000000000006,0.0,3.1200000000000006,-0.0,0.0,-0.0,1.5600000000000003
586,12.54,4.305,22.99,14.760000000000002,18.81,13.530000000000003,14.629999999999999,0.0,10.45,9.840000000000002
587,-0.0,52.92,116.96000000000002,47.040000000000006,-0.0,43.120000000000005,8.159999999999997,15.680000000000001,-0.0,33.32
588,-0.0,38.00000000000001,-0.0,33.440000000000005,-0.0,30.400000000000006,133.5,10.640000000000002,-0.0,22.800000000000004
589,-0.0,16.2,49.58333333333333,12.959999999999999,-0.0,12.959999999999999,-0.0,4.859999999999999,-0.0,9.719999999999999
590,10.02,49.50000000000001,163.66000000000003,42.900000000000006,-0.0,39.6,2.505,14.850000000000001,-0.0,29.700000000000003
591,-0.0,80.50000000000001,-0.0,70.00000000000001,119.32,66.50000000000001,1.5700000000000003,24.500000000000004,138.16,49.00000000000001
592,15.280000000000001,74.72999999999999,189.09,43.357499999999995,36.290000000000006,60.629999999999995,40.11,22.56,11.46,0.0
593,8.22,72.15000000000002,16.440000000000012,62.4,-0.0,58.5,139.74,21.45,-0.0,42.9
594,11.100000000000001,44.1,-0.0,38.22,-0.0,35.28,-0.0,13.23,155.70833333333331,26.46
595,-0.0,37.26,-0.0,32.4,-0.0,30.779999999999998,-0.0,11.34,117.58333333333331,22.68
596,-0.0,19.7,-0.0,17.73,40.5,15.76,-0.0,5.91,-0.0,11.82
597,-0.0,1.6700000000000002,-0.0,1.6700000000000002,5.280000000000001,1.6700000000000002,-0.0,0.0,-0.0,1.6700000000000002
598,4.5600000000000005,3.22,-0.0,3.22,0.0,3.22,5.13,0.0,-0.0,1.61
599,7.48,13.049999999999999,-0.0,11.6,7.48,10.15,20.569999999999997,4.35,24.309999999999995,7.25
600,2.0600000000000005,30.240000000000002,175.1,26.46,-0.0,25.2,-0.0,8.82,-0.0,18.9
601,12.96,47.559999999999995,-0.0,41.76,-0.0,38.279999999999994,9.72,13.919999999999998,285.12,28.999999999999996
602,10.32,78.39999999999999,80.26666666666668,67.19999999999999,-0.0,62.39999999999999,168.56000000000003,23.999999999999996,-0.0,46.4
603,8.2,92.71000000000002,200.89999999999998,80.01000000000002,64.57499999999999,74.93000000000002,196.79999999999995,27.940000000000005,-0.0,55.88000000000001
604,7.52,103.68,176.72000000000003,90.72000000000001,80.21333333333334,84.96000000000001,-0.0,31.680000000000003,184.23999999999998,63.359999999999985
605,9.72,68.0,54.0,59.5,30.78,56.100000000000016,34.02,20.4,77.76,40.8
606,-0.0,81.88,143.22000000000006,71.2,83.16000000000003,65.86,-0.0,24.92,-0.0,49.84
607,5.4,78.8,8.099999999999998,68.95,-0.0,63.04,-0.0,23.64,171.45000000000002,47.28
608,-0.0,37.05,-0.0,31.2,-0.0,29.25,-0.0,9.75,75.35000000000002,21.45
609,8.879999999999999,5.5200000000000005,-0.0,5.5200000000000005,-0.0,3.68,2.96,1.84,4.4399999999999995,3.68
610,7.6,3.6000000000000005,12.16,23.400000000000002,13.68,21.6,12.16,7.2,18.240000000000002,16.2
611,3.26,49.00999999999999,-0.0,42.25000000000001,32.599999999999994,38.870000000000005,55.42000000000001,15.21,60.309999999999995,28.730000000000004
612,-0.0,61.56000000000001,-0.0,53.010000000000005,-0.0,49.59,1.6099999999999994,18.810000000000002,204.47000000000003,37.620000000000005
613,-0.0,126.75,-0.0,109.2,131.51999999999998,101.39999999999999,115.07999999999997,39.0,35.620000000000026,76.05
614,-0.0,112.32000000000002,65.70666666666666,98.28000000000002,-0.0,90.48000000000002,149.6,34.32000000000001,207.67999999999998,68.64000000000001
615,-0.0,99.55000000000001,67.44666666666664,86.88000000000001,90.6,79.64000000000001,105.69999999999999,30.770000000000003,-0.0,59.73000000000001
616,8.35,0.0,138.60999999999999,100.65,31.729999999999997,94.04999999999998,33.4,34.650000000000006,28.39,4.125
617,-0.0,92.40000000000002,22.546666666666656,80.08000000000001,190.45999999999998,75.46000000000001,158.42,27.720000000000006,-0.0,55.44000000000001
618,-0.0,51.48000000000001,-0.0,43.68000000000001,-0.0,40.56000000000001,-0.0,15.600000000000003,171.59999999999997,31.200000000000006
619,-0.0,50.4,-0.0,43.68,118.08000000000001,40.32,38.26666666666668,15.12,-0.0,30.24
620,8.200000000000001,21.84,-0.0,18.48,-0.0,16.8,56.03333333333333,6.72,-0.0,13.44
621,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
622,2.76,5.82,-0.0,3.8800000000000003,1.38,3.8800000000000003,2.76,0.0,2.76,1.9400000000000002
623,2.92,31.62,13.14,6.51,11.68,24.18,11.68,0.0,14.6,0.0
624,-0.0,74.48,101.99999999999999,64.68,-0.0,60.760000000000005,23.573333333333323,23.520000000000003,48.959999999999994,45.080000000000005
625,9.399999999999999,77.76,-0.0,67.68,83.97333333333334,63.36000000000001,-0.0,23.040000000000003,229.35999999999999,47.52
626,8.55,115.92,140.21999999999997,101.43,47.880000000000024,93.38000000000001,-0.0,35.42000000000001,198.35999999999996,70.84
627,-0.0,109.14999999999999,11.760000000000005,96.19999999999999,119.07000000000002,88.8,-0.0,33.3,170.52,66.6
628,-0.0,50.56000000000002,209.98999999999998,44.240000000000016,139.14999999999998,41.08000000000001,7.589999999999998,15.800000000000004,220.10999999999999,30.81000000000001
629,2.8600000000000003,0.0,108.68,120.96,27.17,111.50999999999999,27.17,0.0,22.880000000000003,8.505
630,3.0199999999999996,115.84000000000002,-0.0,101.36000000000001,21.894999999999996,94.12000000000002,122.30999999999999,36.2,179.68999999999997,70.59000000000002
631,4.5600000000000005,97.2,18.239999999999995,84.60000000000001,104.88,77.4,-0.0,28.8,147.44,59.4
632,7.0,48.67,113.75,42.39,-0.0,39.25,48.99999999999999,14.13,-0.0,29.830000000000002
