,CHAM1,CHAM1-PV,CHAM2,CHAM2-PV,CHAM3,CHAM3-PV,CHAM4,CHAM4-PV,CHAM5,CHAM5-PV
141,-0.0,119.32000000000002,-0.0,103.62000000000002,-0.0,94.20000000000002,0.17999999999999972,34.540000000000006,23.939999999999962,72.22000000000001
142,0.9200000000000017,117.41999999999999,-0.0,101.97,0.11500000000000021,95.78999999999999,-0.0,37.08,30.360000000000056,71.07
143,0.40499999999999936,138.05000000000004,80.18999999999996,117.97000000000003,-0.0,110.44000000000003,-0.0,42.67000000000001,77.75999999999996,82.83000000000003
144,6.370000000000001,0.0,90.09000000000002,132.55,19.110000000000003,122.91000000000001,19.110000000000003,45.790000000000006,14.560000000000002,93.99000000000001
145,1.25,180.48000000000002,47.0,157.92000000000002,-0.0,146.64000000000001,-0.0,53.580000000000005,65.5,109.98000000000002
146,-0.0,156.48000000000002,1.079999999999977,133.66000000000003,-0.0,123.88000000000002,-0.0,45.64000000000001,8.039999999999948,94.54000000000002
147,-0.0,88.48,-0.0,79.0,-0.0,72.68,-0.0,25.28,13.466666666666708,53.72
148,-0.0,31.299999999999997,-0.0,25.04,-0.0,25.04,-0.0,9.39,5.541666666666694,18.78
149,-0.0,4.620000000000001,3.7875000000000014,4.620000000000001,0.0,4.620000000000001,-0.0,0.0,2.0199999999999996,2.3100000000000005
150,10.08,28.200000000000003,12.959999999999999,24.44,8.64,22.560000000000002,17.28,7.5200000000000005,17.28,1.8800000000000003
151,0.5700000000000012,71.99,-0.0,62.599999999999994,6.460000000000013,56.339999999999996,0.5700000000000038,21.91,7.410000000000015,43.82
152,-0.0,132.79,-0.0,116.53,17.48666666666669,108.4,-0.0,40.65,81.74000000000004,81.3
153,-0.0,119.87999999999998,-0.0,104.33999999999999,44.0,95.46,-0.0,35.519999999999996,146.3,73.25999999999999
154,-0.0,181.66000000000003,-0.0,158.22000000000003,-0.0,146.50000000000003,23.13999999999998,55.67000000000001,51.869999999999955,108.41000000000003
155,1.3499999999999979,198.25000000000006,26.18999999999996,173.85000000000005,-0.0,161.65000000000003,4.7249999999999925,61.000000000000014,26.459999999999958,122.00000000000003
156,6.8999999999999995,0.0,133.86000000000004,90.01600000000002,26.22,112.52000000000001,27.599999999999998,0.0,24.839999999999996,83.42
157,-0.0,221.20000000000002,0.2400000000000002,192.76000000000002,18.560000000000016,180.12,-0.0,66.36,21.12000000000002,132.72
158,-0.0,162.54000000000005,-0.0,141.47000000000003,12.1933333333333,132.44000000000003,-0.0,48.16000000000001,41.849999999999945,99.33000000000003
159,-0.0,106.59000000000002,-0.0,93.67000000000002,-0.0,87.21000000000001,-0.0,32.300000000000004,8.925000000000022,64.60000000000001
160,-0.0,36.96,-0.0,30.8,-0.0,30.8,-0.0,9.24,8.400000000000007,21.560000000000002
161,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
162,-0.0,6.18,0.11500000000000021,6.18,-0.0,6.18,-0.0,0.0,1.3800000000000026,3.09
163,5.300000000000001,36.16,9.540000000000001,31.639999999999997,10.600000000000001,4.5200000000000005,11.66,11.299999999999999,14.84,22.599999999999998
164,4.6499999999999995,70.80000000000001,24.025000000000013,61.95000000000001,52.699999999999996,56.64000000000001,54.24999999999999,21.240000000000002,61.99999999999999,42.480000000000004
