,CHAM1,CHAM1-PV,CHAM2,CHAM2-PV,CHAM3,CHAM3-PV,CHAM4,CHAM4-PV,CHAM5,CHAM5-PV
0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
4,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
5,2.706666666666666,1.2900000000000003,-0.0,1.2900000000000003,-0.0,1.2900000000000003,4.06,0.0,-0.0,1.2900000000000003
6,12.84,1.1800000000000002,17.12,16.52,17.12,15.34,23.540000000000003,5.8999999999999995,21.400000000000002,10.62
7,3.0799999999999983,61.20000000000002,10.779999999999994,81.60000000000002,28.489999999999984,76.50000000000003,26.949999999999985,28.050000000000008,31.569999999999983,56.100000000000016
8,-0.0,153.33,-0.0,134.50000000000003,-0.0,123.74000000000002,45.83250000000001,45.730000000000004,68.03999999999999,94.15000000000002
9,2.1799999999999997,160.56000000000003,45.779999999999994,140.49000000000004,-0.0,129.34000000000003,106.82,49.06000000000001,104.63999999999999,98.12000000000002
10,-0.0,190.32000000000002,88.88,163.48000000000002,54.12000000000001,153.72000000000003,84.47999999999999,58.56000000000001,-0.0,114.68000000000002
11,-0.0,134.29999999999998,78.84,117.3,105.30000000000001,108.8,127.98,40.8,108.54,81.6
12,2.34,156.95000000000002,120.50999999999999,0.0,23.4,32.96666666666667,23.4,47.30000000000001,19.89,94.60000000000002
13,1.6400000000000006,170.0,77.90000000000003,147.5,16.810000000000006,137.5,86.92000000000003,52.5,-0.0,102.5
14,1.830000000000001,143.63,-0.0,124.66,-0.0,116.53,58.56000000000003,43.36,37.00666666666671,86.72
15,3.8000000000000007,78.21000000000001,8.549999999999994,66.36,-0.0,61.620000000000005,90.25000000000001,23.700000000000003,-0.0,47.400000000000006
16,-0.0,21.240000000000002,-0.0,18.880000000000003,25.599999999999994,16.520000000000003,-0.0,7.080000000000001,-0.0,11.8
17,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
18,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
19,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
20,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
21,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
22,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
23,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
25,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,-0.0,2.1399999999999997,2.6549999999999994,2.1399999999999997,0.0,2.1399999999999997,0.0,0.0,0.0,0.0
30,13.55,0.0,18.97,0.9149999999999998,0.0,0.0,0.0,0.0,0.0,5.490000000000001
31,12.2,0.0,19.52,9.899999999999999,0.0,0.0,4.88,0.0,0.0,0.0
32,9.2,0.0,18.4,0.0,9.2,17.952,13.799999999999999,0.0,0.0,0.0
33,12.9,0.0,20.64,0.0,15.48,0.0,18.060000000000002,0.0,0.0,15.391999999999996
34,13.899999999999999,0.0,22.24,17.550000000000015,19.459999999999997,0.0,25.02,0.0,27.799999999999997,0.0
35,9.7,0.0,15.52,0.0,15.52,0.0,17.46,0.0,19.4,46.00000000000001
36,15.3,0.0,15.3,0.0,24.48,0.0,18.36,0.0,30.6,7.366666666666664
37,10.25,0.0,8.2,0.0,16.4,0.0,12.299999999999999,0.0,20.5,34.925
38,16.62,15.58333333333333,11.08,0.0,22.16,0.0,16.62,0.0,27.7,0.0
39,17.16,0.0,11.44,9.583333333333337,20.02,0.0,17.16,0.0,5.72,0.0
40,6.0,15.66,5.0,0.0,2.0,0.0,5.0,6.960000000000001,0.0,13.920000000000002
41,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
42,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
43,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
44,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
45,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
46,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
47,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
